,mp_id,diel,gap,diel_completed_at,gap_completed_at,completed_at
NaHfScO4,mp-1220764,17.218711076666665,5.8545,81967.272,60669.991,81967.272
LaTaTiO6,mp-1222878,49.54062390333333,4.5288,71667.402,85893.969,85893.969
Ca2ScNbO6,mp-1214125,33.436659956666674,4.6757,81783.518,88863.413,88863.413
SrSc2O4,mp-770771,19.25028151333333,5.1469000000000005,66969.394,90537.083,90537.083
La2TiO5,mp-18051,21.905855506666665,5.0985000000000005,78512.818,92143.977,92143.977
Na4Ti5O12,mp-555678,52.56562631,4.1197,93078.305,90290.781,93078.305
Na2Ti3O7,mp-3488,22.020098873333332,4.7165,95128.983,87880.927,95128.983
CaSc2O4,mp-4056,20.478147263333334,5.2156,87554.394,95273.386,95273.386
SrZrO3,mp-4387,32.089883236666665,5.379099999999999,96975.654,90384.861,96975.654
NaLa2TaO6,mp-13019,22.602215486666665,5.6774,91472.26,101982.012,101982.012
ScTaO4,mp-558781,22.61416321333333,5.7562,100271.97,103366.185,103366.185
CaLaMgTaO6,mp-684801,21.581527663333336,5.8737,104402.014,79242.697,104402.014
La3TaO7,mp-31415,43.75547499,4.901900000000001,104996.751,104825.545,104996.751
Ca4Al6CrO16,mp-1227669,6.57525201,4.2024,105437.985,92485.769,105437.985
Ca2ScSbO6,mp-1189528,17.23835777,5.618699999999999,103151.388,105761.045,105761.045
Li4TiO4,mp-9172,7.897392543333333,6.393199999999999,111454.313,108719.431,111454.313
SrLaAl3O7,mp-1218220,10.042087316666668,6.0857,113571.009,90126.817,113571.009
Li2TiO3,mp-2931,29.15896322,4.6569,114610.471,100290.882,114610.471
CaHfO3,mp-754853,24.327817433333337,6.1833,114747.136,106591.117,114747.136
Sr3MgTa2O9,mp-1103508,39.76372322333333,4.812100000000001,114941.249,115383.27,115383.27
CaCrO4,mp-19215,8.18107419,3.5963000000000003,111303.597,115946.888,115946.888
Sr2ScTaO6,mp-1208776,29.95441273,5.1198,116254.511,113923.387,116254.511
YTaO4,mp-5377,15.447011526666667,5.6289,104193.882,116782.642,116782.642
Na2CrO4,mp-18779,6.411470809999999,4.1863,118910.478,113948.984,118910.478
SrTiO3,mp-4651,420.7824508466667,3.378,119363.898,121722.593,121722.593
LaTaO4,mp-4421,36.89480328333333,4.989199999999999,122292.942,112025.58,122292.942
CaLaAl3O7,mp-1227186,10.374961156666668,6.0015,125142.774,93123.205,125142.774
SrCrO4,mp-510607,8.813319236666667,4.1877,130541.838,118378.668,130541.838
Sr2ScNbO6,mp-1208760,35.99949273,4.491,132059.617,130026.184,132059.617
SrTa4O11,mp-541462,32.02670918333334,5.0969,133998.31900000002,126260.385,133998.31900000002
CaTa4O11,mp-3079,31.7977756,5.1447,136277.99300000002,126310.243,136277.99300000002
Sr2CaMoO6,mp-19116,19.02709683,3.7678,136585.29200000002,132555.592,136585.29200000002
Sr2MgMoO6,mp-1078539,19.784278466666667,3.5531999999999995,140878.09399999998,139200.385,140878.09399999998
SrTa2O6,mp-17715,34.789338603333334,4.772500000000001,145898.95500000002,156648.489,156648.489
Sr2YTaO6,mp-12355,23.70255513,5.4836,157332.394,140931.429,157332.394
LiTaO3,mp-3666,36.70810870666666,5.2681,159981.071,159660.394,159981.071
Ca4LaB3O10,mp-6076,9.99836052,6.1241,160526.97100000002,146766.544,160526.97100000002
CaTa2O6,mp-18229,32.30719905666667,5.0544,164277.027,162342.293,164277.027
MgTa2O6,mp-9650,28.704156063333333,4.363899999999999,161828.159,164488.275,164488.275
Sr2Ta2O7,mp-12286,33.753606330000004,4.3256,164576.345,169068.964,169068.964
LaTa3O9,mp-757365,63.209760556666666,3.7894,170413.975,166766.433,170413.975
SrHfO3,mp-3378,25.504056270000003,5.8384,171147.83,157481.71000000002,171147.83
SrLaMgTaO6,mp-1218203,22.078034233333334,5.802800000000001,171644.619,151154.093,171644.619
Sr3LiTaO6,mp-1190486,19.01566747333333,5.507000000000001,173941.182,172217.587,173941.182
Sr2TaGaO6,mp-12427,23.16023511333333,5.684899999999999,175198.21,174622.368,175198.21
SrLi2Ta2O7,mp-558054,37.48316373,3.7935,176152.53,166026.058,176152.53
NaTaO3,mp-3858,92.98772243666666,4.0913,176610.513,171939.139,176610.513
CsSr2Ta3O10,mp-7181,26.364036693333333,3.3453,179154.604,171497.073,179154.604
LiTa3O8,mp-7638,26.03269698333333,4.8629,181828.311,177315.7,181828.311
La2Hf2O7,mp-12533,25.74768411,6.220899999999999,184746.239,191019.804,191019.804
LaZrTa3O11,mp-1222999,30.12923473,4.9306,195201.086,107479.419,195201.086
KTcO4,mp-7621,7.498547306666666,4.786,196941.551,193390.258,196941.551
KTaO3,mp-3614,198.06937383,3.5917,199189.019,198685.985,199189.019
KLaTiO4,mp-1211901,18.65248845,4.037699999999999,199837.261,193869.279,199837.261
CsMnO4,mp-18994,5.416619286666666,3.4639,190025.448,203593.773,203593.773
CsTcO4,mp-27250,5.562760746666667,5.0777,204299.377,197811.732,204299.377
K2Ti2O5,mp-28075,11.518928593333332,4.923299999999999,207338.571,202717.862,207338.571
Sr2TiO4,mp-5532,48.46322133,3.5138,208055.009,202175.382,208055.009
Li3TaO4,mp-3151,16.429983813333333,6.1536,209865.799,191390.682,209865.799
K4Hf5O12,mp-974482,16.415027926666667,4.6861,213464.977,211191.037,213464.977
Na2Hf2O5,mp-865500,20.031602446666668,3.6685,213519.975,211828.386,213519.975
Sr4Ta2O9,mp-769271,14.444383996666668,5.9196,218868.369,133509.15600000002,218868.369
Na2Ta4O11,mp-3285,39.814062283333335,5.0616,216367.209,220020.333,220020.333
RbTaTiO5,mp-1219631,10.97040945,4.6765,218614.329,222881.663,222881.663
Ca2Ti3O8,mp-1540712,40.367344906666666,4.315300000000001,222977.989,121637.852,222977.989
K2Hf2O5,mp-1201301,13.15457108,6.1454,225568.77,224584.914,225568.77
Na5TaO5,mp-8957,7.006117616666666,4.0844000000000005,230005.739,224454.659,230005.739
MgTi2O5,mp-28232,23.67141811,4.3697,230389.566,230154.668,230389.566
Na3ReO5,mp-28205,8.514938176666668,3.9009,235137.583,228830.094,235137.583
Sr4Nb2O9,mp-28940,14.530971353333332,5.2591,235910.116,217927.134,235910.116
K2SrTa2O7,mp-7148,36.16002340333333,3.5235,215298.773,238136.112,238136.112
K3Ta3(BO6)2,mp-9870,37.46800092,4.1539,241880.763,237902.314,241880.763
Y2Be2SiO7,mp-6655,10.837257843333331,7.0295,241073.362,243051.428,243051.428
Y2Be2GeO7,mp-541040,12.00528337,6.4321,243863.302,242853.208,243863.302
CaO,mp-2605,14.67328343,5.4199,244451.65,244714.783,244714.783
NaTaGeO5,mp-6066,24.034624256666664,5.0734,248434.93,243413.67,248434.93
K2Ta4O11,mp-1195471,35.638680406666666,4.9021,210648.365,253354.792,253354.792
Na3Ca2TaO6,mp-18480,12.150508623333334,5.8981,253565.153,237477.438,253565.153
KTa(BO3)2,mp-555150,11.94232702,5.203799999999999,256309.454,252667.17,256309.454
Ca3TeO6,mp-5279,12.97600841,5.1764,260022.087,249980.084,260022.087
Sr3TaGa3(SiO7)2,mp-16136,11.347048856666667,5.7899,261556.348,250945.683,261556.348
LaNbO4,mp-5295,16.419783719999998,5.5449,271302.029,270686.819,271302.029
La2SO6,mp-4078,14.20944239,6.8456,271602.674,234786.191,271602.674
YNbO4,mp-5387,18.626793653333333,4.9335,273672.016,270433.355,273672.016
KTa2PO8,mp-773066,20.365946156666677,4.6135,274500.178,244013.514,274500.178
LiTaSiO5,mp-560297,15.903935996666668,5.5287,276518.478,262599.144,276518.478
SrSO4,mp-5285,10.98443153,8.1065,277039.163,273594.889,277039.163
LaTiSbO6,mp-1222719,21.227399883333334,4.5562000000000005,277468.749,273301.916,277468.749
LiTaGeO5,mp-560104,17.60404982333333,5.5508,281632.971,266048.179,281632.971
Ca2VBiO6,mp-554381,12.721819383333331,3.8691,284326.894,282668.082,284326.894
La3ReO8,mp-504831,34.341714726666666,2.9475,284499.364,253159.083,284499.364
Ca3TaGa3(SiO7)2,mp-6853,14.555075276666669,5.8187,284777.75800000003,268195.898,284777.75800000003
KLa(SO4)2,mp-1211400,9.299338290000003,7.835,285152.14,259228.422,285152.14
LiNbO3,mp-3731,35.339216246666666,4.7525,286469.874,285474.287,286469.874
NaCaVO4,mp-19302,9.907626666666667,5.0661,289830.609,287841.641,289830.609
CaLaGaO4,mp-559969,11.211013123333334,5.1907,291507.183,278152.161,291507.183
CaIrO3,mp-4243,2.2885364433333333,0.0,293078.272,288739.555,293078.272
Ta2O5,mp-1539317,3.598875563333334,3.6712,294173.199,286143.112,294173.199
Li2TiGeO5,mp-13182,12.223692859999998,5.558,295816.985,292646.291,295816.985
CaTa2Bi2O9,mp-556697,46.44452932,4.114800000000001,297425.534,243021.317,297425.534
La2HgO4,mp-779287,13.86441541,3.6777,295432.376,297503.798,297503.798
K3NbO8,mp-14175,7.92424632,4.4003,297815.983,299904.196,299904.196
NaNb3O8,mp-623854,7.862891413333333,3.9474,303242.987,301608.775,303242.987
Sr4Ti5(Si2O11)2,mp-558553,21.264234206666668,3.4878,304597.872,287195.475,304597.872
NaNbO3,mp-1078295,13.54744518,5.4,304930.673,302688.19,304930.673
Li2ZrO3,mp-4156,24.727092083333336,5.543100000000001,307200.381,307157.845,307200.381
CaTaAlO5,mp-15733,21.26129776333334,5.5755,312169.443,306829.993,312169.443
La2SiO5,mp-5152,14.450870580000002,6.2711,306946.593,312353.908,312353.908
Li3NbO4,mp-31488,16.481437739999997,5.2356,320689.915,318541.977,320689.915
Y4Zr3O12,mp-1216160,18.46574482,5.915000000000001,322894.449,315521.675,322894.449
Sr3Ti2O7,mp-3349,91.54262125,3.3635,332508.289,317442.413,332508.289
Ta9PO25,mp-770481,27.01106280333333,4.295999999999999,336922.098,295917.364,336922.098
Mg4Ta2O9,mp-17481,11.825737166666666,5.9158,343442.249,337925.65,343442.249
Y2TiO5,mp-17559,14.945729963333331,5.1346,342877.411,348606.806,348606.806
CaNb2O6,mp-17101,18.259860340000003,5.0961,351460.544,314698.379,351460.544
SrTa2Bi2O9,mp-23089,54.79466105333333,3.7005,345097.971,353584.255,353584.255
Sr3LiNbO6,mp-1190404,22.47581973333333,4.7876,355387.542,343262.587,355387.542
SrNb2O6,mp-4591,35.73934259666667,4.3404,349353.84,359167.476,359167.476
Sr2YNbO6,mp-6019,28.95841882,4.7689,359105.407,361226.36,361226.36
HfSiO4,mp-4609,11.429535173333331,7.2766,360984.075,363376.08,363376.08
HfGeO4,mp-9755,16.21656057,6.2016,364725.004,365358.567,365358.567
MgTiO3,mp-3771,18.15158691000001,5.2506,368656.135,367007.26,368656.135
NaNb4Bi5O18,mp-1221019,61.65668997666667,3.6887,369483.325,353371.6,369483.325
KNbO3,mp-7375,48.34513985000001,3.4047,371802.743,370648.059,371802.743
SrTiGeO5,mp-559957,29.229149476666663,4.475,373986.517,320743.552,373986.517
SrNb2Bi2O9,mp-23614,62.52320354,3.4835,374498.38,357915.494,374498.38
TaAlO4,mp-14333,10.853293153333333,5.702,370025.515,376888.918,376888.918
Sr2Nb2O7,mp-3870,22.317179940000003,4.430899999999999,377309.781,324387.772,377309.781
Hf2P2O9,mp-555344,8.765756973333334,6.809699999999999,380741.483,365424.266,380741.483
K3Nb3(BO6)2,mp-558828,30.162158186666662,3.6271,385183.994,378815.871,385183.994
TaTi(PO4)3,mp-1244815,11.702279873333334,4.6787,386871.971,373637.43,386871.971
HfP2O7,mp-770092,7.55028729,7.2459,388621.234,377223.869,388621.234
K4Zr5O12,mp-27377,20.52652472333333,4.604699999999999,391135.918,389408.319,391135.918
Hf2Bi2O7,mp-35799,41.70295206,3.9951,394950.232,376875.875,394950.232
TaPO5,mp-541740,14.583184823333331,4.5184,397292.934,375124.577,397292.934
Ca2GeO4,mp-560647,8.03546431,5.4502,406749.289,402461.775,406749.289
Sr2Zr7O16,mp-770419,20.14649324,5.703700000000001,412306.914,363689.131,412306.914
