,mp_id,diel,gap,diel_completed_at,gap_completed_at,completed_at
FeSbS,mp-27904,39.48612706,1.4875000000000007,213959.075,211341.326,213959.075
BaLa2BeO5,mp-18414,19.09137556,5.451500000000001,212047.647,214943.905,214943.905
Ba2ZnS3,mp-5587,12.54918242,2.8576000000000006,214986.541,206219.912,214986.541
Ba2Ta2O7,mp-770239,42.45742770333333,4.4083,215330.146,138362.057,215330.146
PNO,mp-753671,6.13202033,6.7683,216218.816,216055.035,216218.816
Sr3LiIrO6,mp-6071,25.029967186666667,0.5052999999999996,216424.901,215524.479,216424.901
RbCuPdSe5,mp-11115,12.814928559999998,1.9575,216527.769,204505.665,216527.769
V2Pb3O8,mp-20564,17.9222319,3.8685,218716.517,207946.536,218716.517
MoPbSeO6,mp-1196979,28.176209886666676,3.0922,219618.273,182006.001,219618.273
Tl3AsSe4,mp-1201566,20.303043326666664,1.1194000000000002,220762.938,205046.36,220762.938
Rb2GeSe3,mp-9794,6.730690936666667,2.5488,224180.481,218586.873,224180.481
KTa(BO3)2,mp-555150,11.94232702,5.203799999999999,227871.723,223574.952,227871.723
KLaSiSe4,mp-861606,9.872353596666668,3.0931999999999995,233105.093,218266.655,233105.093
CsNa2BO3,mp-8871,7.147608096666667,5.2363,235652.504,225196.647,235652.504
Rb2Sn3(SbS5)2,mp-1194540,12.380391080000004,2.6553,237435.164,223012.649,237435.164
CsAgPSe3,mp-865980,7.985903003333334,2.533,237805.742,224408.042,237805.742
Cs2TaAgS4,mp-15218,6.743771626666666,3.5552,238219.072,237314.231,238219.072
ScTlS2,mp-13312,26.36066066333333,1.4202000000000004,238703.822,236346.796,238703.822
NaHfCuSe3,mp-505448,18.042472896666663,1.0885999999999996,240425.422,242729.53,242729.53
Sr3CdPtO6,mp-10392,12.885208793333334,3.8175,244785.747,243351.817,244785.747
K2(NbS2)3,mp-1224044,1.4335637833333332,0.0,245174.98,228608.462,245174.98
Sr5(AuO4)2,mp-28796,13.306592836666669,3.2467999999999995,246480.751,244426.592,246480.751
Tl4SnS4,mp-5818,24.476115083333333,2.1722,248435.278,226914.278,248435.278
K2Ti6O13,mp-8065,33.55797369333333,4.4815000000000005,250394.625,233681.538,250394.625
NaSr3SbO6,mp-10461,11.683111206666666,4.8254,253057.369,249270.43,253057.369
K2Ge2S5,mp-541878,7.355087636666666,3.6019,253112.081,232754.394,253112.081
YBO3,mp-29205,11.506026176666667,7.178599999999999,257155.129,248802.832,257155.129
Ba2GaAsSe5,mp-1195309,12.073020956666667,2.8987,257856.734,201447.415,257856.734
Ba2HfS4,mp-9321,28.770230986666665,1.5611000000000002,258658.68,258635.097,258658.68
KPO3,mp-5039,6.324569976666668,6.9738,258800.61,239940.475,258800.61
Ca(AgO2)2,mp-1540016,11.872417453333334,2.4851,247073.477,260439.105,260439.105
LiZnPS4,mp-11175,7.432875193333334,3.7973,263151.606,260112.373,263151.606
Nb3Co(PO4)6,mp-771766,10.979734166666669,4.2812,264616.271,192450.256,264616.271
TaCu3Se4,mp-4081,7.78704974,2.4184,265932.23,267916.36600000004,267916.36600000004
PRhO4,mp-28870,7.539692953333334,3.1895,268380.43200000003,266137.418,268380.43200000003
BaPb3O4,mp-1214389,16.356554503333335,2.9056,269516.754,267455.00800000003,269516.754
Ba(AuO2)2,mp-9297,10.03674916,3.0999,270905.224,267606.543,270905.224
BaYZn3GaO7,mp-1192369,16.32049067333333,4.002400000000001,271886.281,264534.106,271886.281
RbAgTeS3,mp-1209320,10.327499396666669,2.5973,274956.038,274207.29000000004,274956.038
