,mp_id,diel,gap,diel_completed_at,gap_completed_at,completed_at
LaTaTiO6,mp-1222878,49.54062390333333,4.5288,564763.625,566314.787,566314.787
Ga2TeS2,mp-27255,9.17574931,3.1339,567782.708,566168.505,567782.708
Hg3SeO6,mp-754598,11.549366656666669,1.7352,567848.731,558530.049,567848.731
B2O3,mp-306,5.328248283333334,8.4313,567883.295,566974.281,567883.295
K2Zr(SiO3)3,mp-6600,10.981395246666663,6.6967,568501.986,562664.783,568501.986
CuS2,mp-849086,1.1911197566666667,0.0,567762.083,569449.59,569449.59
Hg7(PO5)2,mp-29958,14.639999246666664,2.935,570146.685,562375.439,570146.685
Rh3(PbSe)2,mp-1077854,1.56179847,0.0,569781.187,570199.606,570199.606
Hg3Se4O5,mp-558456,12.629302103333336,3.2355,573694.344,563919.99,573694.344
Ga2Se3,mp-1340,11.330864176666664,2.0971,573790.142,571542.259,573790.142
K2Zn3S4,mp-1147664,11.298192190000002,3.91,574726.392,574166.886,574726.392
K2Zn3Se4,mp-1232308,9.809688036666667,3.1116,575376.945,577177.665,577177.665
Ga2HgSe4,mp-4730,12.95825357,1.8808,578304.421,577687.851,578304.421
Sb2MoSe,mp-29912,1.9278655366666668,0.0,578894.273,572562.575,578894.273
RbV3(SeO6)2,mp-16917,15.325532513333332,3.5054,581760.098,569901.74,581760.098
K2Zn(SiO3)2,mp-555318,8.207863556666666,5.861700000000001,582731.494,579111.691,582731.494
CuBiSeO,mp-23116,53.980880426666666,1.2843,584675.658,583782.909,584675.658
Ga2BiS4,mp-556712,15.259053513333331,3.3586,584890.335,580346.842,584890.335
CuPO4,mp-753519,1.07986699,1.3019,583229.505,585031.946,585031.946
Cd2PbO4,mp-867731,1.6940006766666666,1.0817,582041.384,585123.225,585123.225
CsCuSe4,mp-17095,12.79340712,1.4539999999999995,586186.526,580463.111,586186.526
CuBiS2,mp-22982,30.255058673333338,1.2164,588551.592,586486.297,588551.592
RuO4,mp-554791,3.12650421,3.6846,588749.003,573437.003,588749.003
Ga2Sn2S5,mp-14280,17.898133979999997,2.1598,592381.639,577859.939,592381.639
K2TiS3,mp-28766,13.345520389999995,2.153,592471.163,589713.787,592471.163
CuAuSe4,mp-30151,1.31479106,0.1845999999999996,595405.129,594859.352,595405.129
K2TlPCO7,mp-1178146,7.563588353333333,3.0748,596020.439,589829.62,596020.439
CuBiPtS3,mp-865018,36.810703376666666,1.1443000000000003,598048.695,593275.405,598048.695
KPS3,mp-8267,7.583654183333333,2.701,600998.78,599316.315,600998.78
CrPb2O5,mp-22373,13.630953043333337,2.4712,601166.197,595119.008,601166.197
LaCuSeO,mp-552488,18.544118906666668,2.6689,603761.755,603558.208,603761.755
Na6Ge2S7,mp-27752,8.99936273,3.7063,603850.515,591235.005,603850.515
CuAsS,mp-5305,1.23023653,0.5986000000000002,598433.615,604283.982,604283.982
Cd2P2O7,mp-27686,8.470332933333331,4.8036,604620.064,598161.427,604620.064
Ga2(SO4)3,mp-541451,6.69794588,6.7719,604645.194,598648.468,604645.194
