,mp_id,diel,gap,diel_completed_at,gap_completed_at,completed_at
Tl2Pd3Se2,mp-1077903,2.96977579,0.0,3758.68,3624.1280000000006,3758.68
CdCO3,mp-4385,8.534495766666666,4.7695,4903.223999999998,3976.3640000000014,4903.223999999998
Cs2Ge(TeO4)3,mp-1226191,10.828273823333332,2.0653000000000006,7113.6630000000005,7522.391,7522.391
RbTa(GeO3)3,mp-540632,9.013513263333332,5.446199999999999,11069.62,8385.725999999999,11069.62
KBS2,mp-15012,6.6996958200000005,3.7611,11379.029,3723.0459999999994,11379.029
NiAsS,mp-3830,1.1781868,0.0,2364.025000000001,11733.258000000002,11733.258000000002
AsRuS,mp-1214786,27.42375412333333,1.6921,12615.243,17134.292,17134.292
Cs4P2PdSe8,mp-866688,7.042161383333334,2.404,21202.616,14884.406,21202.616
Ag2BiO3,mp-23558,1.3282627033333334,1.3733000000000004,22289.703,19954.489,22289.703
Cs3B3Se10,mp-1196535,6.991783976666668,2.7661,23070.184,5561.757000000001,23070.184
CeO2,mp-20194,27.70981609,3.6141,23614.426,24135.353,24135.353
BaO2,mp-1105,14.06646901,3.7569,23019.485,24761.373,24761.373
Ta3(CuS3)2,mp-1218053,1.3068389333333337,0.0,25555.721,16373.408,25555.721
P2Pb4SO12,mp-1220066,11.577382143333336,5.184699999999999,26301.477,10405.141,26301.477
Ag2CO3,mp-4691,12.274823626666668,1.9153,22563.258,26508.131,26508.131
Ag2GeS3,mp-9900,12.07045171,1.6105999999999998,28760.098,27833.827,28760.098
Ag2HgO2,mp-29816,11.298208166666663,1.2552999999999996,32684.667,30083.563,32684.667
Cs2Ba2(CO3)3,mp-558539,7.04729179,6.420299999999999,32910.79,25004.943,32910.79
CaCd(CO3)2,mp-1227329,8.039327846666666,5.5618,33326.414,32196.148,33326.414
Ag2GePbS4,mp-861942,21.22003963666667,2.2947000000000006,33474.382,27717.56,33474.382
CsCO2,mp-555131,6.216077143333334,5.905,39639.583,31231.086,39639.583
Ca2Cu2O5,mp-772813,10.76254028,2.7869,40032.74,25281.71,40032.74
KTa(GeO3)3,mp-540631,10.305016436666667,5.4731000000000005,42197.579,38496.826,42197.579
NaLa(CO3)2,mp-559868,9.392993986666667,6.733799999999999,42379.497,37355.106,42379.497
Sn5(PO5)2,mp-560715,8.969219720000002,3.4714,44905.725,15368.839,44905.725
LaBO3,mp-8216,13.861149256666666,6.7963000000000005,45558.19,43139.596,45558.19
Hf2P2O9,mp-555344,8.765756973333334,6.809699999999999,51609.37,41171.81,51609.37
Pb2CO4,mp-505702,12.257477989999998,4.5427,53418.969,53958.894,53958.894
LaPO4,mp-8133,8.659983866666666,8.0052,51626.432,54280.29,54280.29
BaZr(BO3)2,mp-559348,11.790803656666666,6.1218,58162.771,43860.388,58162.771
La2SiO5,mp-5152,14.450870580000002,6.2711,61732.966,61127.031,61732.966
La2SO6,mp-4078,14.20944239,6.8456,63280.618,47736.109,63280.618
Ba2YCu3PbO7,mp-1228257,12.620522406666666,0.0,64020.991,35568.134,64020.991
Ag2Hg2(TeO4)3,mp-553949,16.199867243333333,1.1058000000000003,66595.659,35351.363,66595.659
LaVO4,mp-19162,11.836197676666666,4.3554,62865.387,66766.648,66766.648
YVO4,mp-19133,11.461379243333331,4.2691,64036.901,67117.371,67117.371
La(PO3)3,mp-9646,7.221834320000001,7.4559,70142.663,61833.043000000005,70142.663
La2GeO5,mp-638261,16.08762364333333,5.770099999999999,73509.44200000001,66510.651,73509.44200000001
Li2CeO3,mp-754534,20.644535126666668,4.41,72911.325,74202.302,74202.302
TiP2PbO8,mp-1191155,15.47197623,4.081799999999999,74771.881,61897.784,74771.881
B4PbO7,mp-9747,11.727774823333334,5.6882,75380.413,74717.103,75380.413
BaCeO3,mp-3187,24.419363623333336,4.1549,75485.977,73796.48300000001,75485.977
HgSO4,mp-3228,14.361603543333334,3.2925,80946.18400000001,80957.023,80957.023
Zr2P2O9,mp-560358,9.901852916666668,6.1515,84411.034,65528.694,84411.034
Y2Pb2O7,mp-752849,19.11507606,2.309,81032.239,86190.03,86190.03
Sr2PbO4,mp-20944,12.761650983333334,2.6048,87845.639,88646.69,88646.69
La2MnCoO6,mp-19208,20.626311363333333,0.7425999999999995,76750.225,88828.911,88828.911
RuO4,mp-554791,3.12650421,3.6846,93237.849,78719.54699999999,93237.849
Ba2CePbO6,mp-1228392,23.89769153666667,3.7033,85580.485,94096.744,94096.744
BaLa2O4,mp-755558,16.626319180000003,4.9414,95963.204,97076.555,97076.555
La2SO2,mp-4511,15.833381726666667,4.2147,97640.944,97959.86,97959.86
Tc2O7,mp-27485,4.249184566666667,4.1914,98682.554,94830.932,98682.554
